budget,popularity,revenue,runtime,vote_average,vote_count,genre_War,genre_Science Fiction,genre_Family,genre_TV Movie,genre_Foreign,genre_Animation,genre_Adventure,genre_Romance,genre_Fantasy,genre_Western,genre_Music,genre_Documentary,genre_Action,genre_Crime,genre_Mystery,genre_Thriller,genre_Comedy,genre_Drama,genre_History,genre_Horror
0.6236842105263158,0.171814514701179,1.0,0.47928994082840237,0.7200000000000001,0.8580570098894705,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
0.7894736842105263,0.15884603086631685,0.34469585163782934,0.5,0.6900000000000001,0.32722513089005234,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
0.6447368421052632,0.12263485685090089,0.31588437498966426,0.4378698224852071,0.63,0.32475276323443864,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
0.6578947368421053,0.12827243953090112,0.38915089147240817,0.4881656804733728,0.76,0.6621582315299592,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0
0.6842105263157895,0.05016895032951851,0.10191630495120328,0.3905325443786982,0.61,0.1544502617801047,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0.6789473684210526,0.13214057145726746,0.3195418874339727,0.41124260355029585,0.5900000000000001,0.2600349040139616,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
0.6842105263157895,0.055599598486173706,0.21226769974971355,0.2958579881656805,0.7400000000000001,0.24214659685863874,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.7368421052631579,0.15336009144233612,0.5040965902167339,0.41715976331360943,0.73,0.4920738801628854,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0.6578947368421053,0.11293712695247644,0.3349967334078025,0.4526627218934911,0.7400000000000001,0.3848894706224549,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0.6578947368421053,0.177928024628164,0.31322493888891373,0.4467455621301775,0.5700000000000001,0.5093077370564282,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
0.7105263157894737,0.06615676085043867,0.1402747809947736,0.4556213017751479,0.54,0.10180337405468295,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
0.5263157894736842,0.12326532143122904,0.21022168811685696,0.3136094674556213,0.61,0.21560500290866783,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0
0.5263157894736842,0.1665720569490688,0.382235709108792,0.4467455621301775,0.7000000000000001,0.38147178592204767,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
0.6710526315789473,0.05601644955176378,0.0320269111031375,0.4408284023668639,0.5900000000000001,0.16804828388598023,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
0.5921052631578947,0.1135223061894863,0.2377524457141812,0.4230769230769231,0.65,0.46240546829552065,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
0.5921052631578947,0.06164887451542835,0.15052247783044062,0.4437869822485207,0.63,0.11852821407795229,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0.5789473684210527,0.16497455139246034,0.5450419437049429,0.4230769230769231,0.7400000000000001,0.8563118091913903,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1.0,0.15465594711390052,0.37508138350657905,0.40236686390532544,0.6400000000000001,0.3598022105875509,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
0.5921052631578947,0.05942929423327511,0.22382876274519142,0.3136094674556213,0.6200000000000001,0.30250145433391507,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.6578947368421053,0.13815478049751187,0.3429095265424319,0.4260355029585799,0.71,0.346131471785922,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
0.5657894736842105,0.10263612926271877,0.2698082054569143,0.40236686390532544,0.65,0.47891215823152994,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
0.5263157894736842,0.04302090597971367,0.11143236385872288,0.41420118343195267,0.6200000000000001,0.10165794066317627,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0.6578947368421053,0.10778046934202186,0.34376327181029726,0.47633136094674555,0.76,0.3289703315881326,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0.47368421052631576,0.04909984458839034,0.13351489433482994,0.3343195266272189,0.58,0.09474985456660849,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0.5447368421052632,0.06992612753420997,0.19727650197794602,0.5532544378698224,0.66,0.16993891797556718,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
0.5263157894736842,0.11423941834847649,0.6617852557061092,0.57396449704142,0.75,0.5498836532867947,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
0.6578947368421053,0.2265607932321031,0.4136725027073483,0.4349112426035503,0.71,0.5265415939499709,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
